Status,Disbursement,Date of Disbursement,YEAR of Disbursement,Contract,Gender,Repeat SME,"Last Study
Date","Date of creation 
of the Health SME",Average Age of the SME (years),"Specialty of the 
Medical Equipment",SPECIALTY GROUP,Brand,Model,Year,Serial Number, Equipment Value ($ Mexican Pesos) , Equipment Value (€ Euro) ,"Number of 
Consultations per Day","Number of 
Consultations per Month",Income per Consultation (MXN),Patients (BACKBONE),Pacientes (Monthly Consultations times 6?),Number of Surgeries or Treatments per Month,Income per Surgeries or Treatments (MXN),Number of Childbirths per Month,CLINIC SIZE BACKBONE,Clinic Size,% of Patients with Middle-Low to Low Income,"Number of Beds 
 Ambulatory or for Hospitalization",Number of Doctors,Non Medical Staff,Total Staff,Attends Patients with Health Insurance,Location of the Health SME,ZIP CODE,REGION (BACKBONE),Country,State,Municipality,City,Address,Instagram,Facebook,LinkedIn,Web Page,Final_Address,latitud,longitud,Alt_Address_1,Alt_Address_2,geometry,index_right,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVEGEO,AMBITO,POBTOT,VIVTOT,PEA,P_12YMAS,PDER_SS,VPH_C_SERV,PRO_OCUP_C,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_PC,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,Clave de entidad,Entidad federativa,clave_municipio,Municipio,Pobreza_Porcentaje_2020,Pobreza_extrema_Porcentaje2020,Carencia_acceso_seguridad_social_Porcentaje2020,Carencia_acceso_alimentación_Porcentaje2020,Rezago_educativo_Porcentaje2020,tasa_empleo,NSE_score,NSE,precio_promedio
Active,déc.-24,31/12/2024,2024,MS3922-002,Man,Yes - Include,-,1/9/2022,"2,33",Odontology,Odontology,SIRONA,PRIMECONNECT,2024,806445," $ 331 000,00 "," $ 15 155,68 ",16,320," $ 570,00 ",  960 ,960,32," $ 32,00 ",,Micro,Micro,65%,0,1,3,4,No,Urban,39030,West-Bajio,Mexico,Guerrero,Chilpancingo de los Bravo,Chilpancingo de los Bravo,"Chilpancingo de los Bravo, Guerrero, Mexico",,https://www.facebook.com/depositodentalguerrero/photos?locale=es_LA,https://www.depositodentalguerrero.com.mx/,,"13 DE SEPTIEMBRE #8, Chilpancingo de los Bravo, Guerrero, Mexico",17.5595026,-99.5078866,"CHILPANCINGO DE LOS BRAVO, GUERRERO, MEXICO","GUERRERO, MEXICO",POINT (-99.5078866 17.5595026),20281,12,029,0001,1565,1202900011565,Urbana,1320,497,723.0,1127.0,970.0,410.0,0.96,369.0,256.0,198.0,164.0,268.0,315.0,209.0,101.0,39.0,12.0,Guerrero,29.0,Chilpancingo de los Bravo,55.5085628678,20.8264033933,69.3301058846,30.7118687879,14.509678364,0.6415261756876663,5.435214077362989,Medio-Bajo,
Active,sept.-24,30/9/2024,2024,MS3924-001,Man,No,-,28/10/2017,"7,18",Odontology,Odontology,AMANNGIRRBACH,CERAMILL MOTION 3 DRY + CERAMILL THERM 3 + CERAMILL MATCH 2,2024,"AAD40496, A1483067, AAD38302"," $ 855 591,60 "," $ 39 175,44 ",16,320," $ 570,00 ",  960 ,960,32," $ 32,00 ",,Micro,Micro,50%,0,1,3,4,No,Urban,72023,Center,Mexico,Puebla,Puebla,Puebla (Heroica Puebla),"Puebla, Puebla, Mexico",,No tiene redes sociales,,,"CALLE 27 5, Puebla, Puebla, Mexico",19.0394271,-98.236913,"PUEBLA, PUEBLA, MEXICO","PUEBLA, MEXICO",POINT (-98.236913 19.0394271),43660,21,114,0001,1177,2111400011177,Urbana,3072,1500,1693.0,2787.0,2267.0,1126.0,0.53,1122.0,1030.0,964.0,934.0,928.0,1037.0,777.0,622.0,263.0,21.0,Puebla,114.0,Puebla,41.4239910487,5.4187532202,52.0242747501,20.1656143799,10.6625264472,0.6074632221026193,18.256810527348716,Medio-Alto,
Paid Off,sept.-24,30/9/2024,2024,MS3928-001,Man,No,-,1/1/2014,"10,75",Odontology,Odontology,SIRONA,CEREC PRIMEMILL REFURBISHED,2024,"602689 , "," $ 581 392,00 "," $ 26 620,51 ",16,320," $ 680,00 ",  960 ,1920,32," $ 10 000,00 ",,Micro,Small,50%,0,1,3,4,No,Urban,22840,NorthWest,Mexico,Baja California,Ensenada,Ensenada,"Ensenada, Baja California, Mexico",https://www.instagram.com/clinicadentalnrmx/,https://www.facebook.com/ClinicaDentalNR/?locale=es_LA,https://www.doctoralia.com.mx/fermin-nunez-rivera/dentista-odontologo/ensenada,,"CALLE TERCERA 2144, Ensenada, Baja California, Mexico",31.8617096,-116.6164956,"ENSENADA, BAJA CALIFORNIA, MEXICO","BAJA CALIFORNIA, MEXICO",POINT (-116.6164956 31.8617096),540,02,001,0001,0736,0200100010736,Urbana,1847,870,1036.0,1652.0,1479.0,704.0,0.71,674.0,544.0,448.0,482.0,448.0,566.0,397.0,301.0,116.0,2.0,Baja California,1.0,Ensenada,22.2984391711,2.0638135165,49.9034206073,12.47068117,12.8694053741,0.6271186440677966,17.803527976931832,Medio-Alto,
Paid Off,sept.-24,30/9/2024,2024,MS3936-001,Man,No,-,1/1/2023,"1,75",Ophthalmology,Ophthalmology,MEDIWORKS,FC,2024,FC161-J202403496-01-00003," $ 111 072,00 "," $ 5 085,71 ",17,340," $ 800,00 ",  1 020 ,2040,28," $ 27 000,00 ",,Micro,Small,40%,0,1,3,4,No,Urban,44500,West-Bajio,Mexico,Jalisco,Guadalajara,Guadalajara,"Guadalajara, Jalisco, Mexico",,,https://www.doctoralia.com.mx/jose-manuel-yanez-ruiz/medico-general/guadalajara,,"AVENIDA TEPEYAC 225, Guadalajara, Jalisco, Mexico",20.6647935,-103.3974153,"GUADALAJARA, JALISCO, MEXICO","JALISCO, MEXICO",POINT (-103.3974153 20.6647935),24391,14,039,0001,1753,1403900011753,Urbana,2171,1039,1313.0,1998.0,1532.0,833.0,0.49,832.0,772.0,701.0,679.0,708.0,773.0,590.0,464.0,208.0,14.0,Jalisco,39.0,Guadalajara,24.8215832086,1.5320315743,40.7200479142,9.9275705011,9.4161766126,0.6571571571571572,24.477415419109512,Alto,1666.5555555555557
Paid Off,sept.-24,30/9/2024,2024,MS3959-001,Man,No,-,1/1/2022,"2,75",Ophthalmology,Ophthalmology,icare,TONOMETRO IC,2024,2312BM151                      ," $ 113 154,60 "," $ 5 181,07 ",17,340," $ 800,00 ",  1 020 ,2040,28," $ 27 000,00 ",,Micro,Micro,50%,0,1,2,3,No,Urban,3810,Center,Mexico,Ciudad de México,Benito JuÃ¡rez,Ciudad de MÃ©xico,"Benito JuÃ¡rez, Ciudad de México, Mexico",https://www.doctoralia.com.mx/eduardo-camacho-martinez/oftalmologo/ciudad-de-mexico,,https://www.researchgate.net/profile/Eduardo-Camacho-Martinez,,"NUEVA YORK 32, Benito JuÃ¡rez, Ciudad de México, Mexico",19.3718796,-99.157701,"BENITO JUÃREZ, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.157701 19.3718796),13012,09,014,0001,076A,090140001076A,Urbana,4076,2130,2713.0,3680.0,3301.0,1715.0,0.54,1705.0,1566.0,1497.0,1302.0,1555.0,1642.0,1292.0,1289.0,711.0,9.0,Ciudad de México,14.0,Benito Juárez,7.8838259079,0.3122662478,32.5983279742,5.6773679634,2.8708930878,0.7372282608695652,31.798195571622923,Alto,
Paid Off,déc.-24,31/12/2024,2024,MS3974-001,Woman,No,-,1/1/2018,"7,00",Odontology,Odontology,DENTSPLY SIRONA,FRESADORA inLab MCX + HORNO CEREC SPEEDFIRE + PC inlab,2024,"244055 , 230211 , 509709 "," $ 640 000,00 "," $ 29 304,03 ",16,320," $ 570,00 ",  960 ,1920,32," $ 9 000,00 ",,Micro,Micro,40%,0,1,1,2,Yes,Urban,29030,South,Mexico,Chiapas,Tuxtla Gutiérrez,Tuxtla Gutiérrez,"Tuxtla Gutiérrez, Chiapas, Mexico",https://www.instagram.com/draorrico?igshid=YmMyMTA2M2Y%3D,,https://www.dentalorrico.com/,,"16 Poniente norte 232 INT 313, Tuxtla Gutiérrez, Chiapas, Mexico",16.753801,-93.115959,"TUXTLA GUTIÉRREZ, CHIAPAS, MEXICO","CHIAPAS, MEXICO",POINT (-93.115959 16.753801),7628,07,101,0001,0931,0710100010931,Urbana,1781,824,953.0,1539.0,1049.0,591.0,0.72,554.0,379.0,278.0,181.0,291.0,389.0,258.0,126.0,36.0,7.0,Chiapas,101.0,Tuxtla Gutiérrez,46.1714926717,9.7709121412,60.4807910147,14.6574692581,13.4417537387,0.6192332683560754,4.00359963007948,Bajo-Alto,
Paid Off,sept.-24,30/9/2024,2024,MS3983-001,Man,No,-,1/1/2016,"9,01",Odontology,Odontology,SIRONA, Primemill refur,2024,652406," $ 747 000,00 "," $ 34 203,30 ",16,320," $ 570,00 ",  960 ,960,32," $ 32,00 ",,Micro,Micro,40%,0,1,4,5,Yes,Urban,52937,Center,Mexico,México,Atizapán de Zaragoza,Ciudad Adolfo López Mateos,"Atizapán de Zaragoza, México, Mexico",https://www.instagram.com/estheticdentaloffice?igsh=MTJjdzhnYzRicjNwaw%3D%3D&utm_source=qr,,https://www.odontoprev.com.mx/doctors/marco-antonio-rodriguez-perez-2/,,"AV JORGE JIMÉNEZ CANTÚ 1, Atizapán de Zaragoza, México, Mexico",19.5734226,-99.3024068,"ATIZAPÁN DE ZARAGOZA, MÉXICO, MEXICO","MÉXICO, MEXICO",POINT (-99.3024068 19.5734226),28247,15,013,0001,0378,1501300010378,Urbana,54,17,24.0,41.0,54.0,16.0,0.44,16.0,16.0,15.0,16.0,14.0,16.0,11.0,11.0,10.0,15.0,México,13.0,Atizapán de Zaragoza,38.3074404439,3.8827093467,47.7393042219,12.2904872515,9.8927926049,0.5853658536585366,36.748775031510874,Alto,
Paid Off,déc.-24,31/12/2024,2024,MS3984-001,Man,No,-,1/3/2020,"4,84",Odontology,Odontology,SIRONA,MCX,2024,244062," $ 639 218,00 "," $ 29 268,22 ",16,320," $ 570,00 ",  960 ,1920,32," $ 9 000,00 ",,Micro,Micro,30%,0,1,2,3,Yes,Urban,31110,NorthWest,Mexico,Chihuahua,Chihuahua,Chihuahua,"Chihuahua, Chihuahua, Mexico",https://www.instagram.com/dr.amauriacosta/,https://www.facebook.com/people/Dr-Amauri-Acosta/61552194316439/,https://www.linkedin.com/in/amauri-acosta-montiel-597b51148/?locale=en_US,,"PERIFERICO DE LA JUVENTUD 6103, Chihuahua, Chihuahua, Mexico",28.6733421,-106.1342383,"CHIHUAHUA, CHIHUAHUA, MEXICO","CHIHUAHUA, MEXICO",POINT (-106.1342383 28.6733421),10652,08,019,0001,4001,0801900014001,Urbana,1772,633,845.0,1556.0,1528.0,606.0,0.59,604.0,580.0,533.0,519.0,424.0,514.0,372.0,291.0,143.0,8.0,Chihuahua,19.0,Chihuahua,15.6764975048,0.8743032438,33.7247391036,10.1136919602,6.1221445852,0.5430591259640103,30.303685725508313,Alto,
Paid Off,déc.-24,31/12/2024,2024,MS3986-001,Man,No,-,1/1/2002,"23,01",Odontology,Odontology,SIRONA,MCX + PRIMESCAN,2024,"244066, 230188, 806450 , "," $ 820 754,00 "," $ 37 580,31 ",16,320," $ 570,00 ",  960 ,960,32," $ 32,00 ",,Micro,Micro,70%,0,1,2,3,No,Urban,7300,Center,Mexico,Ciudad de México,Gustavo A. Madero,Ciudad de México,"Gustavo A. Madero, Ciudad de México, Mexico",,https://www.facebook.com/Odontoflorescommx/,,,"RIO BAMBA 847, Gustavo A. Madero, Ciudad de México, Mexico",19.4820173,-99.1322277,"GUSTAVO A MADERO, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.1322277 19.4820173),11770,09,005,0001,1256,0900500011256,Urbana,1121,421,637.0,923.0,745.0,369.0,1.02,317.0,295.0,197.0,147.0,157.0,240.0,141.0,96.0,79.0,9.0,Ciudad de México,5.0,Gustavo A. Madero,33.7754664936,3.6869192045,42.4256234047,17.5621923264,6.9712074514,0.6901408450704225,13.847454805752008,Medio-Alto,740.0
Paid Off,déc.-24,31/12/2024,2024,MS3991-001,Man,No,-,1/11/2022,"2,17",Odontology,Odontology,DENTSPLY SIRONA,FRESADORA MCX + inLab + HORNO CEREC SPEEDFIRE,2024,"244061 , 509726 , 218312 , "," $ 639 218,00 "," $ 29 268,22 ",16,320," $ 570,00 ",  960 ,1920,32," $ 9 000,00 ",,Micro,Micro,65%,0,1,3,4,Yes,Urban,11320,Center,Mexico,Ciudad de México,Miguel Hidalgo,Ciudad de México,"Miguel Hidalgo, Ciudad de México, Mexico",,,https://www.allbiz.mx/centro-radiologico-dental-o-n-55-1543-6645,,"Mariano Escobedo 164 ALT, Miguel Hidalgo, Ciudad de México, Mexico",19.4071156,-99.1906167,"MIGUEL HIDALGO, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.1906167 19.4071156),13200,09,016,0001,1156,0901600011156,Urbana,8675,3164,4848.0,7532.0,6892.0,2920.0,0.8,2795.0,2505.0,2068.0,1255.0,1949.0,2404.0,1609.0,1368.0,820.0,9.0,Ciudad de México,16.0,Miguel Hidalgo,13.4686475807,0.9342489964,33.9109628091,8.3376278628,4.5183779795,0.6436537440254912,25.850332111517623,Alto,
Paid Off,déc.-24,31/12/2024,2024,MS3996-001,Man,No,-,1/1/1982,"43,03",Odontology,Odontology,SIRONA,ORTHOPOS,2024,"1080473, 3889, 0112202301M6, 1306 , "," $ 777 814,80 "," $ 35 614,23 ",16,320," $ 570,00 ",  960 ,960,32," $ 32,00 ",,Micro,Micro,65%,0,1,2,3,No,Urban,77508,South,Mexico,Quintana Roo,Benito Juárez,Cancún,"Benito Juárez, Quintana Roo, Mexico",https://www.sadentis.com/?fbclid=IwZXh0bgNhZW0CMTAAAR1rW9Hf1YEHiEz-yXhA5PUr8pqiUdbIiUJDrtkt2N466vt4LGB2bfzCiBM_aem_AcHk-Kw6AKWWo_Vs7ACRaI_KzuFEGqqRCQxKVHengiaxBZhFrm5Yp7rzp2uiB7w7hVKAPMZ6dUeE24TeLkfrsAC-#nosotros,https://www.facebook.com/sadentis3DRx?locale=es_LA,https://www.doctoralia.com.mx/gustavo-flores-castrejon/dentista-odontologo/cancun,,"SM32 MZ8 LT2 DA, Benito Juárez, Quintana Roo, Mexico",21.0742627,-86.9265622,"BENITO JUÁREZ, QUINTANA ROO, MEXICO","QUINTANA ROO, MEXICO",POINT (-86.9265622 21.0742627),46761,23,005,0001,4068,2300500014068,Urbana,2151,767,977.0,1581.0,1517.0,476.0,1.92,341.0,334.0,62.0,130.0,39.0,89.0,134.0,24.0,3.0,23.0,Quintana Roo,5.0,Benito Juárez,37.924679779,6.2341577545,44.4769710464,26.7974111596,13.4703410912,0.6179633143580012,-6.5058158090641065,Bajo-Medio,
Paid Off,déc.-24,31/12/2024,2024,MS3998-001,Man,No,-,1/1/2011,"14,01",Odontology,Odontology,SIRONA,Mcx con inlab y horno speed fire,2024,"244056, 509722, 230194 , "," $ 650 000,00 "," $ 29 761,90 ",32,640," $ 570,00 ",  1 920 ,3840,64," $ 9 000,00 ",,Micro,Micro,50%,0,2,3,5,Yes,Urban,78230,West-Bajio,Mexico,San Luis Potosí,San Luis Potosí,San Luis Potosí,"San Luis Potosí, San Luis Potosí, Mexico",https://www.instagram.com/ceoslp?igsh=MWhraW1tYnMwYm5yaw%3D%3D,https://www.facebook.com/ceeoslp/?locale=es_LA,https://www.doctoralia.com.mx/clinicas/centro-de-especialidades-odontologicas-6,,"General Rocha 145, San Luis Potosí, San Luis Potosí, Mexico",22.151224,-100.9864495,"SAN LUIS POTOSÍ, SAN LUIS POTOSÍ, MEXICO","SAN LUIS POTOSÍ, MEXICO",POINT (-100.9864495 22.151224),48642,24,028,0001,1984,2402800011984,Urbana,1991,798,1177.0,1809.0,1644.0,691.0,0.55,686.0,633.0,578.0,564.0,548.0,619.0,473.0,369.0,156.0,24.0,San Luis Potosí,28.0,San Luis Potosí,20.3209947053,1.6024561634,37.9096652613,12.5369314015,9.8946481719,0.6506357103372029,26.92298296232638,Alto,
Paid Off,déc.-24,31/12/2024,2024,MS4000-001,Man,No,-,1/2/1990,"34,94",Odontology,Odontology,SIRONA,MCX5 INLAB PROFIRE,2024,407374," $ 1 268 322,00 "," $ 58 073,35 ",16,320," $ 570,00 ",  960 ,960,32," $ 32,00 ",,Micro,Micro,15%,0,1,1,2,Yes,Urban,45116,West-Bajio,Mexico,Jalisco,Zapopan,Zapopan,"Zapopan, Jalisco, Mexico",,,https://www.linkedin.com/in/eduardo-castellanos-898a2676/?originalSubdomain=mxhttps://www.drcastellanos.mx/Instalaciones.html,,"BOULEVARD PUERTA DE HIERRO 5150, Zapopan, Jalisco, Mexico",20.7112384,-103.4169879,"ZAPOPAN, JALISCO, MEXICO","JALISCO, MEXICO",POINT (-103.4169879 20.7112384),27523,14,120,0001,3306,1412000013306,Urbana,3069,1345,1577.0,2672.0,2603.0,948.0,0.58,948.0,942.0,912.0,927.0,908.0,928.0,838.0,832.0,508.0,14.0,Jalisco,120.0,Zapopan,26.5960583242,2.7313782181,47.6418426949,11.4790194004,11.0207054732,0.5901946107784432,25.58977041349247,Alto,6265.517241379311
Paid Off,déc.-24,31/12/2024,2024,MS4002-001,Man,No,-,1/3/2017,"7,84",Ophthalmology,Ophthalmology,isem ,LAMPARA DE HENDIDURA S390LM,2024,S390L-J202311071-01-00011  ," $ 211 036,80 "," $ 9 662,86 ",17,340," $ 620,00 ",  1 020 ,2040,28," $ 22 000,00 ",,Micro,Micro,15%,0,1,1,2,No,Urban,6170,Center,Mexico,Ciudad de México,Cuauhtémoc,Ciudad de México,"Cuauhtémoc, Ciudad de México, Mexico",https://www.instagram.com/dr.del_valle/?hl=es,https://www.facebook.com/DrDelVallen/,https://www.doctoralia.com.mx/fernando-del-valle-nava/oftalmologo/ciudad-de-mexico,,"Tlaxcala 161, Cuauhtémoc, Ciudad de México, Mexico",19.4070498,-99.1691062,"CUAUHTÉMOC, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.1691062 19.4070498),13142,09,015,0001,1341,0901500011341,Urbana,3497,2191,2594.0,3200.0,2755.0,1602.0,0.51,1579.0,1432.0,1259.0,978.0,1413.0,1511.0,1000.0,1157.0,429.0,9.0,Ciudad de México,15.0,Cuauhtémoc,20.8925468273,2.4507531679,42.3169907628,12.6231730143,5.8782568889,0.810625,23.524748031197852,Alto,1251.7407407407406
Paid Off,déc.-24,31/12/2024,2024,MS4012-001,Enterprise,No,-,1/1/2005,"20,01",Odontology,Odontology,SIRONA,FRESADORA MCX + HORNO CEREC SPEEDFIRE + SOFTWARE (2) inLab CAD/CAM + CEREC OMNICAM AF,2024,"244090 , 509725 , 2559 , "," $ 898 000,00 "," $ 41 117,22 ",38,760," $ 570,00 ",  2 280 ,2280,64," $ 64,00 ",,Micro,Micro,55%,0,2,1,3,No,Urban,76030,Center,Mexico,Querétaro,Querétaro,Querétaro,"Querétaro, Querétaro, Mexico",https://www.instagram.com/thenewsmile.1,https://www.facebook.com/Thenewsmile.1,https://thenewsmile.mx/,,"5 DE FEBRERO 99, Querétaro, Querétaro, Mexico",20.656029,-100.459973,"QUERÉTARO, QUERÉTARO, MEXICO","QUERÉTARO, MEXICO",POINT (-100.459973 20.656029),45666,22,014,0001,3172,2201400013172,Urbana,2308,613,1156.0,1784.0,1900.0,531.0,1.23,489.0,390.0,260.0,233.0,172.0,428.0,417.0,53.0,33.0,22.0,Querétaro,14.0,Querétaro,24.6573942123,2.2342107941,40.4827420694,13.7330702133,9.6025470777,0.647982062780269,14.351475622708891,Medio-Alto,
Paid Off,déc.-24,31/12/2024,2024,MS4017-001,Man,No,-,1/4/2010,"14,76",Odontology,Odontology,SIRONA,MCX5 SPEEDFIRE,2024,"244053, 509732, 230206 "," $ 639 218,00 "," $ 29 268,22 ",32,640," $ 570,00 ",  1 920 ,3840,64," $ 9 000,00 ",,Small,Small,90%,0,2,4,6,Yes,Urban,63138,West-Bajio,Mexico,Nayarit,Tepic,Tepic,"Tepic, Nayarit, Mexico",https://www.instagram.com/dentalcitytepic/,https://m.facebook.com/DentalCityTepic/?locale=ms_MY,https://es.foursquare.com/v/consultorio-dental-jos%C3%A9-enrique-casta%C3%B1eda-montero/52bf235f11d29120c07a773f,,"JACARANDAS 225 , Tepic, Nayarit, Mexico",21.5119293,-104.9035474,"TEPIC, NAYARIT, MEXICO","NAYARIT, MEXICO",POINT (-104.9035474 21.5119293),36720,18,017,0001,1167,1801700011167,Urbana,1603,672,894.0,1404.0,1238.0,552.0,0.65,541.0,454.0,341.0,303.0,338.0,399.0,301.0,199.0,86.0,18.0,Nayarit,17.0,Tepic,21.6182213948,0.7847512185,38.0723415602,17.1819716659,9.5020513234,0.6367521367521367,17.783876465491062,Medio-Alto,
Paid Off,déc.-24,31/12/2024,2024,MS4028-001,Man,No,-,1/1/2018,"7,00",Ophthalmology,Ophthalmology,MEDIWORKS + YEOSN,OU,2024,"S390L-J202311071-01-00007, 06104797"," $ 323 497,20 "," $ 14 812,14 ",17,340," $ 620,00 ",  1 020 ,2040,28," $ 22 000,00 ",,Micro,Micro,25%,1,1,4,5,No,Urban,62050,Center,Mexico,Morelos,Cuernavaca,Cuernavaca,"Cuernavaca, Morelos, Mexico",,,,,"DEL CARMEN 9, Cuernavaca, Morelos, Mexico",18.9188682,-99.1849053,"CUERNAVACA, MORELOS, MEXICO","MORELOS, MEXICO",POINT (-99.1849053 18.9188682),35428,17,007,0001,1113,1700700011113,Urbana,3167,1081,1845.0,2668.0,2471.0,933.0,0.87,889.0,678.0,534.0,467.0,499.0,682.0,536.0,263.0,151.0,17.0,Morelos,7.0,Cuernavaca,37.2727442235,4.4342718189,50.3511360561,17.5706207881,9.2376794174,0.6915292353823088,15.78962918080423,Medio-Alto,
Active,déc.-24,31/12/2024,2024,MS4029-002,Man,No,-,1/1/2004,"21,01",Odontology,Odontology,SIRONA,Primescan Connect,2024,806852," $ 331 000,00 "," $ 15 155,68 ",16,320," $ 570,00 ",  960 ,960,32," $ 32,00 ",,Micro,Micro,50%,0,1,3,4,No,Urban,62740,Center,Mexico,Morelos,Cuautla,Cuautla (Cuautla de Morelos),"Cuautla, Morelos, Mexico",,,,,"Camacho y Molina 86, Cuautla, Morelos, Mexico",18.8116877,-98.9505956,"CUAUTLA, MORELOS, MEXICO","MORELOS, MEXICO",POINT (-98.9505956 18.8116877),35341,17,006,0001,0599,1700600010599,Urbana,1609,837,854.0,1386.0,1101.0,556.0,0.77,508.0,364.0,261.0,191.0,259.0,373.0,293.0,110.0,47.0,17.0,Morelos,6.0,Cuautla,51.2384064565,8.3765719983,62.1038999322,24.3839786313,14.3433984356,0.6161616161616161,2.1062928150489104,Bajo-Alto,
Active,déc.-24,31/12/2024,2024,MS4030-001,Man,No,-,1/1/2017,"8,00",Odontology,Odontology,CLV,Full Motion 3+ Hornos,2024,AAD40489," $ 1 299 345,16 "," $ 59 493,83 ",16,320," $ 570,00 ",  960 ,960,32," $ 32,00 ",,Micro,Micro,70%,0,1,4,5,No,Urban,97125,South,Mexico,Yucatán,Mérida,Mérida,"Mérida, Yucatán, Mexico",https://www.instagram.com/promadentmx/?hl=es,https://www.facebook.com/promadent,https://promadent.com/,,"CALLE 22 101, Mérida, Yucatán, Mexico",20.9355534,-89.6085883,"MÉRIDA, YUCATÁN, MEXICO","YUCATÁN, MEXICO",POINT (-89.6085883 20.9355534),61728,31,050,0001,0826,3105000010826,Urbana,3855,1203,2022.0,3247.0,2985.0,1044.0,1.06,985.0,871.0,444.0,374.0,375.0,581.0,428.0,177.0,83.0,31.0,Yucatán,50.0,Mérida,25.6538747128,2.9287592693,41.7638587759,18.9745116512,11.9713315276,0.6227286726208808,10.933642441267642,Medio,
Paid Off,sept.-24,30/9/2024,2024,MS4033-001,Man,No,-,1/1/1980,"45,03",Odontology,Odontology,DENTSPLY SIRONA,CEREC PRIMEMILL + Escaner PRIMESCAN + CEREC SPEEDFIRE,2024,"113814, 22265318 "," $ 1 983 384,00 "," $ 90 814,29 ",16,320," $ 570,00 ",  960 ,960,32," $ 32,00 ",,Micro,Micro,50%,0,1,4,5,No,Urban,83150,NorthWest,Mexico,Sonora,Hermosillo,Hermosillo,"Hermosillo, Sonora, Mexico",https://www.instagram.com/clinica.dental.rebeil/,https://www.facebook.com/rene.rebeil.7?mibextid=LQQJ4dhttps://m.facebook.com/100068100031347/?locale=es_LA,,,"JUSTO SIERRA 84, Hermosillo, Sonora, Mexico",29.1053414,-110.9377571,"HERMOSILLO, SONORA, MEXICO","SONORA, MEXICO",POINT (-110.9377571 29.1053414),52757,26,030,0001,2477,2603000012477,Urbana,2982,973,1574.0,2584.0,2444.0,803.0,0.7,789.0,696.0,603.0,632.0,549.0,676.0,498.0,455.0,255.0,26.0,Sonora,30.0,Hermosillo,22.4210124886,3.0435506066,34.1499105763,17.126284265,9.6976883644,0.6091331269349846,23.102270038359073,Alto,
Paid Off,déc.-24,31/12/2024,2024,MS4037-001,Enterprise,No,-,19/4/2023,"1,70",Odontology,Odontology,SIRONA,MCX + SPEEDFIRE + INLAB,2024,"244060, 509735, "," $ 640 000,00 "," $ 29 304,03 ",19,380," $ 570,00 ",  1 140 ,2280,32," $ 9 000,00 ",,Medium,Medium,40%,0,1,18,19,No,Urban,76180,Center,Mexico,Querétaro,Querétaro,Querétaro,"Querétaro, Querétaro, Mexico",https://www.instagram.com/dr.hernandojcc/,,,,"BLVD JARDINES DE LA HACIENDA 805, Querétaro, Querétaro, Mexico",20.5705852,-100.4115864,"QUERÉTARO, QUERÉTARO, MEXICO","QUERÉTARO, MEXICO",POINT (-100.4115864 20.5705852),45559,22,014,0001,0619,2201400010619,Urbana,1518,721,905.0,1379.0,1150.0,541.0,0.53,536.0,492.0,442.0,451.0,450.0,500.0,427.0,250.0,134.0,22.0,Querétaro,14.0,Querétaro,24.6573942123,2.2342107941,40.4827420694,13.7330702133,9.6025470777,0.6562726613488035,21.728998972589988,Alto,
Paid Off,déc.-24,31/12/2024,2024,MS4041-002,Man,No,-,1/1/1997,"28,02",Physiotherapy,Cardiology & Related,BTL,Sonda Infrarrojo con luz adicional 830nm/200mW (Pza mano),2024,"058S0B029756, 45870B005656"," $ 70 833,86 "," $ 3 243,31 ",13,260," $ 700,00 ",  780 ,1560,-, - ,,Micro,Micro,70%,0,1,1,2,No,Urban,29060,South,Mexico,Chiapas,Tuxtla Gutiérrez,Tuxtla Gutiérrez,"Tuxtla Gutiérrez, Chiapas, Mexico",,https://www.facebook.com/p/Centro-Especializado-en-Rehabilitacion-100063832651699/,https://www.doctoralia.com.mx/noe-cruz-herrera/especialista-en-rehabilitacion-y-medicina-fisica/tuxtla-gutierrez,,"PRIVADA BONAMPAK 146, Tuxtla Gutiérrez, Chiapas, Mexico",16.7638764,-93.1437189,"TUXTLA GUTIÉRREZ, CHIAPAS, MEXICO","CHIAPAS, MEXICO",POINT (-93.1437189 16.7638764),7760,07,101,0001,2726,0710100012726,Urbana,1708,681,851.0,1470.0,1027.0,508.0,0.87,498.0,416.0,275.0,285.0,302.0,362.0,195.0,120.0,66.0,7.0,Chiapas,101.0,Tuxtla Gutiérrez,46.1714926717,9.7709121412,60.4807910147,14.6574692581,13.4417537387,0.5789115646258504,7.092681814147355,Medio-Bajo,
